Fulltime_score_home_predicted,Fulltime_score_away_predicted,Halftime_score_home_predicted,Halftime_score_away_predicted,Home_team,Away_team,Date_time,Venue,Fulltime_score_home,Fulltime_score_away,Halftime_score_home,Halftime_score_away,wx_temp_c,wx_precip_mm,wx_wind_kph,wx_weathercode,wx_summary,time_bucket,is_in_south_africa,is_main_home_stadium
,,,,Edinburgh,Sharks,2026-04-24 20:45:00,Hive Stadium,,,,,,,,,,evening,False,True
,,,,Zebre,Dragons RFC,2026-04-24 20:45:00,Stadio Sergio Lanfranchi,,,,,,,,,,evening,False,True
,,,,Cardiff,Ospreys,2026-04-24 20:45:00,Cardiff Arms Park,,,,,,,,,,evening,False,True
,,,,Lions,Connacht,2026-04-25 16:00:00,Ellis Park,,,,,,,,,,late_afternoon,True,True
,,,,Stormers,Glasgow Warriors,2026-04-25 18:30:00,DHL Stadium,,,,,,,,,,evening,True,True
,,,,Munster,Ulster,2026-04-25 18:30:00,Thomond Park,,,,,,,,,,late_afternoon,False,True
,,,,Scarlets,Bulls,2026-04-25 20:45:00,Parc y Scarlets,,,,,,,,,,evening,False,True
,,,,Benetton,Leinster,2026-04-25 20:45:00,Stadio Comunale di Monigo,,,,,,,,,,evening,False,True
,,,,Glasgow Warriors,Cardiff,2026-05-08 20:45:00,Scotstoun Stadium,,,,,,,,,,evening,False,True
,,,,Ulster,Stormers,2026-05-08 20:45:00,Affidea Stadium,,,,,,,,,,evening,False,True
,,,,Bulls,Zebre,2026-05-09 13:45:00,Loftus Versfeld,,,,,,,,,,early_afternoon,True,True
,,,,Sharks,Benetton,2026-05-09 16:00:00,Hollywoodbets Kings Park,,,,,,,,,,late_afternoon,True,True
,,,,Ospreys,Scarlets,2026-05-09 18:30:00,Brewery Field,,,,,,,,,,late_afternoon,False,False
,,,,Leinster,Lions,2026-05-09 18:30:00,TBC,,,,,,,,,,late_afternoon,False,False
